"","id","title","companies"
"6723",49953,"A Turtle's Tale: Sammy's Adventures","Motion Investment Group"
"6724",49953,"A Turtle's Tale: Sammy's Adventures","nWave Pictures"
"6725",49953,"A Turtle's Tale: Sammy's Adventures","Illuminata Pictures"
"6726",48034,"Little White Lies","M6 Films"
"6727",48034,"Little White Lies","Les Productions du Trésor"
"6728",48034,"Little White Lies","EuropaCorp"
"6729",39845,"Love Ranch","Capitol Films"
"6730",39845,"Love Ranch","Rising Star"
"6731",25353,"The True Story of Puss 'n Boots","Herold and Family"
"6732",36696,"Space Dogs","CN Film"
"6733",109091,"The Counselor","Ingenious Media"
"6734",109091,"The Counselor","Fox 2000 Pictures"
"6735",109091,"The Counselor","Scott Free Productions"
"6736",109091,"The Counselor","Kanzaman"
"6737",109091,"The Counselor","Nick Wechsler Productions"
"6738",109091,"The Counselor","Big Screen Productions"
"6739",109091,"The Counselor","Chockstone Pictures"
"6740",109091,"The Counselor","Translux"
"6741",109091,"The Counselor","TSG Entertainment"
"6742",38543,"Ironclad","Rising Star"
"6743",38543,"Ironclad","Premiere Picture"
"6744",38543,"Ironclad","Mythic International Entertainment"
"6745",38543,"Ironclad","Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)"
"6746",38543,"Ironclad","Wales Creative IP Fund"
"6747",38543,"Ironclad","Silver Reel"
"6748",38543,"Ironclad","Perpetual Media Capital"
"6749",38543,"Ironclad","Molinare Investment"
"6750",38543,"Ironclad","VIP 4 Medienfonds"
"6751",38543,"Ironclad","ContentFilm International"
"6752",33157,"Waterloo","Paramount Pictures"
"6753",33157,"Waterloo","Dino de Laurentiis Cinematografica"
"6754",33157,"Waterloo","Mosfilm"
"6755",290864,"Kung Fu Jungle","Emperor Motion Pictures"
"6756",290864,"Kung Fu Jungle","Heart & Soul Production"
"6757",290864,"Kung Fu Jungle","Beijing Silver Moon Productions"
"6758",242166,"Red Sky","Aldamisa Entertainment"
"6759",242166,"Red Sky","MVP Films"
"6760",242166,"Red Sky","Invest Capital Film Group"
"6761",242166,"Red Sky","Live Screen Pictures"
"6762",859,"Dangerous Liaisons","Lorimar Film Entertainment"
"6763",859,"Dangerous Liaisons","Warner Bros."
"6764",859,"Dangerous Liaisons","NFH Productions"
"6765",83770,"On the Road","American Zoetrope"
"6766",83770,"On the Road","France 2 Cinéma"
"6767",83770,"On the Road","VideoFilmes"
"6768",83770,"On the Road","Vanguard Films"
"6769",83770,"On the Road","Canal+"
"6770",83770,"On the Road","SPAD Films"
"6771",83770,"On the Road","MK2 Productions"
"6772",83770,"On the Road","Film4"
"6773",83770,"On the Road","Ciné+"
"6774",83770,"On the Road","France Télévisions"
"6775",83770,"On the Road","Nomadic Pictures"
"6776",83770,"On the Road","Kramer & Sigman Films"
"6777",83770,"On the Road","Jerry Leider Company"
"6778",168,"Star Trek IV: The Voyage Home","Paramount Pictures"
"6779",1246,"Rocky Balboa","Columbia Pictures"
"6780",1246,"Rocky Balboa","Revolution Studios"
"6781",1246,"Rocky Balboa","Rogue Marble"
"6782",1246,"Rocky Balboa","Metro-Goldwyn-Mayer (MGM)"
"6783",4233,"Scream 2","Miramax Films"
"6784",4233,"Scream 2","Konrad Pictures"
"6785",4233,"Scream 2","Maven Entertainment"
"6786",4233,"Scream 2","Dimension Films"
"6787",174751,"Jane Got a Gun","Handsomecharlie Films"
"6788",174751,"Jane Got a Gun","Unanimous Pictures"
"6789",174751,"Jane Got a Gun","Straight Up Films"
"6790",174751,"Jane Got a Gun","1821 Pictures"
"6791",174751,"Jane Got a Gun","Scott Pictures"
"6792",184098,"Think Like a Man Too","Will Packer Productions"
"6793",2069,"The Whole Nine Yards","Franchise Pictures"
"6794",2069,"The Whole Nine Yards","Warner Bros."
"6795",2069,"The Whole Nine Yards","Morgan Creek Productions"
"6796",2069,"The Whole Nine Yards","Nine Yards Productions"
"6797",2069,"The Whole Nine Yards","Rational Packaging Company"
"6798",2069,"The Whole Nine Yards","Lansdown Films"
"6799",1788,"Footloose","Paramount Pictures"
"6800",1788,"Footloose","IndieProd Company Productions"
"6801",11635,"Old School","DreamWorks SKG"
"6802",11635,"Old School","The Montecito Picture Company"
"6803",177,"The Fisher King","TriStar Pictures"
"6804",3600,"I Still Know What You Did Last Summer","Columbia Pictures"
"6805",3600,"I Still Know What You Did Last Summer","Mandalay Entertainment"
"6806",3600,"I Still Know What You Did Last Summer","Summer Knowledge LLC"
"6807",2621,"Return to Me","Metro-Goldwyn-Mayer (MGM)"
"6808",2621,"Return to Me","JLT Productions"
"6809",10358,"Zack and Miri Make a Porno","Blue Askew"
"6810",10358,"Zack and Miri Make a Porno","View Askew Productions"
"6811",10480,"Nurse Betty","Gramercy Pictures"
"6812",10480,"Nurse Betty","USA Films"
"6813",10480,"Nurse Betty","Intermedia"
"6814",10313,"The Men Who Stare at Goats","BBC Films"
"6815",10313,"The Men Who Stare at Goats","Smoke House"
"6816",10313,"The Men Who Stare at Goats","Ruby Films"
"6817",18828,"Double Take","Touchstone Pictures"
"6818",3558,"Girl, Interrupted","Columbia Pictures Corporation"
"6819",3558,"Girl, Interrupted","3 Arts Entertainment"
"6820",3558,"Girl, Interrupted","Global Entertainment Productions GmbH & Company Medien KG"
"6821",3558,"Girl, Interrupted","Red Wagon Entertainment"
"6822",13476,"Win a Date with Tad Hamilton!","DreamWorks SKG"
"6823",10208,"Muppets from Space","Columbia Pictures"
"6824",10208,"Muppets from Space","Jim Henson Company, The"
"6825",24961,"The Wiz","Universal Pictures"
"6826",24961,"The Wiz","Motown Productions"
"6827",20697,"Ready to Rumble","Bel Air Entertainment"
"6828",20697,"Ready to Rumble","Warner Bros."
"6829",20761,"Play It to the Bone","Touchstone Pictures"
"6830",70868,"I Don't Know How She Does It","The Weinstein Company"
"6831",43593,"Piranha 3D","The Weinstein Company"
"6832",43593,"Piranha 3D","Atmosphere Entertainment MM"
"6833",43593,"Piranha 3D","Chako Film Company"
"6834",43593,"Piranha 3D","Dimension Films"
"6835",43593,"Piranha 3D","Intellectual Properties Worldwide"
"6836",43593,"Piranha 3D","Aja / Levasseur Productions"
"6837",6478,"Beyond the Sea","Lionsgate"
"6838",40688,"Meet the Deedles","Walt Disney Pictures"
"6839",26672,"The Thief and the Cobbler","Miramax Films"
"6840",26672,"The Thief and the Cobbler","Allied Filmmakers"
"6841",26672,"The Thief and the Cobbler","Richard Williams Productions"
"6842",41283,"Faster","Castle Rock Entertainment"
"6843",41283,"Faster","TriStar Pictures"
"6844",41283,"Faster","State Street Pictures"
"6845",41283,"Faster","CBS Films"
"6846",4935,"Howl's Moving Castle","Studio Ghibli"
"6847",4935,"Howl's Moving Castle","Buena Vista Home Entertainment"
"6848",4935,"Howl's Moving Castle","Mitsubishi"
"6849",4935,"Howl's Moving Castle","d-rights"
"6850",4935,"Howl's Moving Castle","Tohokushinsha Film Corporation"
"6851",19908,"Zombieland","Columbia Pictures"
"6852",19908,"Zombieland","Relativity Media"
"6853",19908,"Zombieland","Pariah"
"6854",10663,"The Waterboy","Touchstone Pictures"
"6855",1891,"The Empire Strikes Back","Lucasfilm"
"6856",1891,"The Empire Strikes Back","Twentieth Century Fox Film Corporation"
"6857",9737,"Bad Boys","Columbia Pictures"
"6858",9737,"Bad Boys","Don Simpson/Jerry Bruckheimer Films"
"6859",37137,"The Naked Gun 2Â½: The Smell of Fear","Paramount Pictures"
"6860",9532,"Final Destination","New Line Cinema"
"6861",9532,"Final Destination","Zide-Perry Productions"
"6862",9532,"Final Destination","Hard Eight Pictures"
"6863",10316,"The Ides of March","Appian Way"
"6864",10316,"The Ides of March","Crystal City Entertainment"
"6865",10316,"The Ides of March","Cross Creek Pictures"
"6866",10316,"The Ides of March","Exclusive Media Group"
"6867",10316,"The Ides of March","Smokehouse Pictures"
"6868",2787,"Pitch Black","Interscope Communications"
"6869",12658,"Someone Like You...","Fox 2000 Pictures"
"6870",12658,"Someone Like You...","Lynda Obst Productions"
"6871",152601,"Her","Warner Bros."
"6872",152601,"Her","Annapurna Pictures"
"6873",10866,"Joy Ride","Regency Enterprises"
"6874",10866,"Joy Ride","Epsilon Motion Pictures"
"6875",10866,"Joy Ride","LivePlanet"
"6876",10866,"Joy Ride","New Regency Pictures"
"6877",10866,"Joy Ride","Bad Robot"
"6878",227707,"The Adventurer: The Curse of the Midas Box","Matador Pictures"
"6879",227707,"The Adventurer: The Curse of the Midas Box","Arcadia Motion Pictures"
"6880",227707,"The Adventurer: The Curse of the Midas Box","uFilm"
"6881",227707,"The Adventurer: The Curse of the Midas Box","Afrodita Audiovisual, A.I.E."
"6882",227707,"The Adventurer: The Curse of the Midas Box","Le Tax Shelter du Gouvernement Fédéral de Belgique"
"6883",227707,"The Adventurer: The Curse of the Midas Box","Telefónica Producciones"
"6884",227707,"The Adventurer: The Curse of the Midas Box","Umedia"
"6885",227707,"The Adventurer: The Curse of the Midas Box","Entertainment Motion Pictures"
"6886",227707,"The Adventurer: The Curse of the Midas Box","Cinema One"
"6887",227707,"The Adventurer: The Curse of the Midas Box","Nix Films"
"6888",227707,"The Adventurer: The Curse of the Midas Box","International Pictures Two"
"6889",227707,"The Adventurer: The Curse of the Midas Box","Cronos Entertainment AIE"
"6890",21349,"Anywhere But Here","Twentieth Century Fox Film Corporation"
"6891",21349,"Anywhere But Here","Fox 2000 Pictures"
"6892",19150,"The Crew","Touchstone Pictures"
"6893",70435,"Haywire","Irish Film Board"
"6894",70435,"Haywire","Relativity Media"
"6895",580,"Jaws: The Revenge","Universal Pictures"
"6896",9819,"Marvin's Room","Miramax Films"
"6897",9819,"Marvin's Room","Scott Rudin Productions"
"6898",9819,"Marvin's Room","Tribeca Productions"
"6899",13579,"The Longshots","Cube Vision"
"6900",20024,"The End of the Affair","Columbia Pictures Corporation"
"6901",2453,"Harley Davidson and the Marlboro Man","Metro-Goldwyn-Mayer (MGM)"
"6902",2453,"Harley Davidson and the Marlboro Man","Krisjair"
"6903",2453,"Harley Davidson and the Marlboro Man","Laredo"
"6904",6973,"In the Valley of Elah","Summit Entertainment"
"6905",6973,"In the Valley of Elah","Blackfriars Bridge Films"
"6906",6973,"In the Valley of Elah","NALA Films"
"6907",6973,"In the Valley of Elah","Samuels Media"
"6908",6973,"In the Valley of Elah","Warner Independent Pictures (WIP)"
"6909",11156,"Coco Before Chanel","France 2 Cinéma"
"6910",11156,"Coco Before Chanel","Haut et Court"
"6911",11156,"Coco Before Chanel","SCOPE Invest"
"6912",11156,"Coco Before Chanel","Ciné@"
"6913",11156,"Coco Before Chanel","Canal+"
"6914",11156,"Coco Before Chanel","Warner Bros."
"6915",11156,"Coco Before Chanel","CinéCinéma"
"6916",11156,"Coco Before Chanel","Scope Pictures"
"6917",11156,"Coco Before Chanel","Soficapital"
"6918",11156,"Coco Before Chanel","France 2 (FR2)"
"6919",11156,"Coco Before Chanel","Le Tax Shelter du Gouvernement Fédéral de Belgique"
"6920",11156,"Coco Before Chanel","Cofinova 5"
"6921",11156,"Coco Before Chanel","Films Distribution"
"6922",11156,"Coco Before Chanel","Banque Populaire Images 9"
"6923",354110,"Forsaken","Minds Eye Entertainment"
"6924",354110,"Forsaken","Panacea Entertainment"
"6925",354110,"Forsaken","Moving Pictures Media"
"6926",22215,"Cheri","Pathé Renn Productions"
"6927",22215,"Cheri","UK Film Council"
"6928",22215,"Cheri","Aramid Entertainment Fund"
"6929",22215,"Cheri","Canal+"
"6930",22215,"Cheri","Bill Kenwright Films"
"6931",22215,"Cheri","Pathe"
"6932",22215,"Cheri","Deutsche Filmförderfonds (DFFF)"
"6933",22215,"Cheri","Région Ile-de-France"
"6934",22215,"Cheri","France 3 Cinema"
"6935",22215,"Cheri","Centre National de la Cinématographie (CNC)"
"6936",22215,"Cheri","National Lottery through UK Film Council"
"6937",22215,"Cheri","Filmstiftung Nordrhein-Westfalen"
"6938",22215,"Cheri","Cine Productions"
"6939",22215,"Cheri","MMC Studios"
"6940",22215,"Cheri","Tiggy Films"
"6941",22215,"Cheri","Banque Populaire Images 9"
"6942",22215,"Cheri","Cheri Productions"
"6943",22215,"Cheri","Erste MMC-Production"
"6944",11632,"Vanity Fair","Alliance Films"
"6945",11632,"Vanity Fair","Focus Features"
"6946",30596,"Bodyguards and Assassins","China Film Group Corporation"
"6947",3021,"1408","The Weinstein Company"
"6948",3021,"1408","Di Bonaventura Pictures"
"6949",3021,"1408","Dimension Films"
"6950",957,"Spaceballs","Brooksfilms Ltd."
"6951",957,"Spaceballs","Metro-Goldwyn-Mayer (MGM)"
"6952",256917,"The Water Diviner","Hopscotch Features"
"6953",256917,"The Water Diviner","Fear of God Films"
"6954",251,"Ghost","Paramount Pictures"
"6955",544,"There's Something About Mary","Twentieth Century Fox Film Corporation"
"6956",11395,"The Santa Clause","Walt Disney Pictures"
"6957",11395,"The Santa Clause","Hollywood Pictures"
"6958",14635,"The Rookie","Walt Disney Pictures"
"6959",14635,"The Rookie","Gran Via Productions"
"6960",14635,"The Rookie","98 MPH Productions"
"6961",13680,"The Game Plan","Walt Disney Pictures"
"6962",13680,"The Game Plan","Mayhem Pictures"
"6963",13680,"The Game Plan","Monkey Dance Productions"
"6964",688,"The Bridges of Madison County","Amblin Entertainment"
"6965",688,"The Bridges of Madison County","Malpaso Productions"
"6966",688,"The Bridges of Madison County","Warner Bros."
"6967",11090,"The Animal","Revolution Studios"
"6968",11090,"The Animal","Happy Madison Productions"
"6969",783,"Gandhi","Columbia Pictures"
"6970",783,"Gandhi","Goldcrest Films International"
"6971",783,"Gandhi","Indo-British"
"6972",783,"Gandhi","International Film Investors"
"6973",783,"Gandhi","National Film Development Corporation of India"
"6974",783,"Gandhi","Carolina Bank"
"6975",228194,"The Hundred-Foot Journey","Amblin Entertainment"
"6976",228194,"The Hundred-Foot Journey","Harpo Films"
"6977",228194,"The Hundred-Foot Journey","Participant Media"
"6978",228194,"The Hundred-Foot Journey","Imagenation Abu Dhabi FZ"
"6979",228194,"The Hundred-Foot Journey","Reliance Entertainment"
"6980",228194,"The Hundred-Foot Journey","Touchstone Pictures"
"6981",228194,"The Hundred-Foot Journey","DreamWorks Studios"
"6982",1642,"The Net","Columbia Pictures"
"6983",10950,"I Am Sam","New Line Cinema"
"6984",235260,"Son of God","Hearst Entertainment Productions"
"6985",235260,"Son of God","LightWorkers Media"
"6986",277,"Underworld","Lakeshore Entertainment"
"6987",277,"Underworld","Laurinfilm"
"6988",277,"Underworld","Subterranean Productions LLC"
"6989",277,"Underworld","Subterranean Productions UK Ltd."
"6990",277,"Underworld","Underworld Produktions GmbH"
"6991",8999,"Derailed","Miramax Films"
"6992",8999,"Derailed","Di Bonaventura Pictures"
"6993",8999,"Derailed","Patalex V Productions Limited"
"6994",11323,"The Informant!","Section Eight"
"6995",11323,"The Informant!","Groundswell Productions"
"6996",11323,"The Informant!","Warner Bros."
"6997",11323,"The Informant!","Participant Media"
"6998",11323,"The Informant!","Jaffe / Braunstein Enterprise"
"6999",10445,"Shadowlands","Shadowlands Productions"
"7000",10445,"Shadowlands","Savoy Pictures"
"7001",11453,"Deuce Bigalow: European Gigolo","Columbia Pictures Corporation"
"7002",11453,"Deuce Bigalow: European Gigolo","Out of the Blue... Entertainment"
"7003",11453,"Deuce Bigalow: European Gigolo","Happy Madison Productions"
"7004",146239,"Delivery Man","DreamWorks SKG"
"7005",146239,"Delivery Man","Touchstone Pictures"
"7006",205588,"Our Kind of Traitor","StudioCanal"
"7007",205588,"Our Kind of Traitor","Film4"
"7008",205588,"Our Kind of Traitor","Anton Capital Entertainment (ACE)"
"7009",205588,"Our Kind of Traitor","The Ink Factory"
"7010",205588,"Our Kind of Traitor","Potboiler Productions"
"7011",205588,"Our Kind of Traitor","Amazon Prime Instant Video"
"7012",10878,"Saving Silverman","Village Roadshow Pictures"
"7013",10878,"Saving Silverman","NPV Entertainment"
"7014",10878,"Saving Silverman","Columbia Pictures Corporation"
"7015",82650,"Diary of a Wimpy Kid: Dog Days","Fox 2000 Pictures"
"7016",10279,"Summer of Sam","40 Acres & A Mule Filmworks"
"7017",10279,"Summer of Sam","Touchstone Pictures"
"7018",2294,"Jay and Silent Bob Strike Back","Dimension Films"
"7019",2294,"Jay and Silent Bob Strike Back","View Askew Productions"
"7020",2294,"Jay and Silent Bob Strike Back","Miramax"
"7021",2176,"The Glass House","Original Film"
"7022",270487,"Hail, Caesar!","Universal Pictures"
"7023",270487,"Hail, Caesar!","Mike Zoss Productions"
"7024",270487,"Hail, Caesar!","Working Title Films"
"7025",19366,"Josie and the Pussycats","Universal Pictures"
"7026",19366,"Josie and the Pussycats","Marc Platt Productions"
"7027",19366,"Josie and the Pussycats","Metro-Goldwyn-Mayer (MGM)"
"7028",19366,"Josie and the Pussycats","Riverdale Productions"
"7029",204082,"Homefront","Millennium Films"
"7030",204082,"Homefront","Open Road Films"
"7031",24100,"The Little Vampire","New Line Cinema"
"7032",1599,"I Heart Huckabees","Fox Searchlight Pictures"
"7033",1599,"I Heart Huckabees","Scott Rudin Productions"
"7034",1599,"I Heart Huckabees","Qwerty Films"
"7035",1599,"I Heart Huckabees","N1 European Film Produktions GmbH & Co. KG"
"7036",1599,"I Heart Huckabees","Kanzeon"
"7037",1599,"I Heart Huckabees","Huckabee's"
"7038",5550,"RoboCop 3","Orion Pictures"
"7039",30379,"Megiddo: The Omega Code 2","Infinity Omnimedia"
"7040",30379,"Megiddo: The Omega Code 2","TBN Films"
"7041",42586,"Darling Lili","Paramount Pictures"
"7042",42586,"Darling Lili","Geoffrey Productions"
"7043",17709,"Dudley Do-Right","Universal Pictures"
"7044",17709,"Dudley Do-Right","Joseph M. Singer Entertainment"
"7045",17709,"Dudley Do-Right","Davis Entertainment"
"7046",287948,"The Transporter Refueled","EuropaCorp"
"7047",7548,"The Libertine","First Choice Films"
"7048",7548,"The Libertine","Isle of Man Film"
"7049",9075,"Black Book","CoBo Fund"
"7050",9075,"Black Book","Studio Babelsberg"
"7051",9075,"Black Book","Motel Films"
"7052",9075,"Black Book","Motion Investment Group"
"7053",9075,"Black Book","Egoli Tossell Film AG"
"7054",9075,"Black Book","Filmförderungsanstalt (FFA)"
